,Unnamed: 0,CustomerID,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,CLTV,Churn Reason
632,4308,6088-BXMRG,1,United States,California,Cabazon,92230,"33.929812, -116.76058",33.929812,-116.76058,Female,No,Yes,Yes,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.85,3089.6,No,3149,
633,2272,3256-EZDBI,1,United States,California,Greenville,95947,"40.160386, -120.835428",40.160385999999995,-120.83542800000001,Male,Yes,Yes,No,51,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),29.45,1459.35,No,6285,
634,2501,3584-WKTTW,1,United States,California,Weed,96094,"41.465121, -122.380947",41.465121,-122.38094699999999,Male,No,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.55,5720.35,No,4053,
635,5542,7817-OMJNA,1,United States,California,Mammoth Lakes,93546,"37.550074, -118.837167",37.550074,-118.837167,Male,No,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.4,275.7,No,5068,
636,2301,3307-TLCUD,1,United States,California,Los Angeles,90001,"33.973616, -118.24902",33.973616,-118.24902,Male,No,Yes,No,17,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,34.4,592.75,No,4207,
637,1892,2750-BJLSB,1,United States,California,Rancho Santa Fe,92067,"33.012751, -117.200617",33.012751,-117.200617,Female,No,No,No,47,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,103.7,4730.6,No,4543,
638,1625,2368-GAKKQ,1,United States,California,Sylmar,91342,"34.321621, -118.399841",34.321621,-118.399841,Female,No,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.65,7939.25,No,6424,
639,4296,6072-NUQCB,1,United States,California,Villa Park,92861,"33.817473, -117.810462",33.817473,-117.81046200000002,Male,No,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.25,488.25,No,3339,
640,3180,4568-TTZRT,1,United States,California,Auburn,95602,"38.99003, -121.114408",38.99003,-121.11440800000001,Male,No,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,181.8,No,5380,
641,472,0689-NKYLF,1,United States,California,Los Angeles,90066,"34.002028, -118.430656",34.002028,-118.430656,Male,No,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,83.2,1060.6,Yes,4028,Lack of self-service on Website
642,2095,3009-JWMPU,1,United States,California,Five Points,93624,"36.397745, -120.119911",36.397745,-120.11991100000002,Male,No,No,No,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,96.75,6125.4,Yes,5016,Attitude of service provider
643,5965,8421-WZOOW,1,United States,California,Rio Vista,94571,"38.148862, -121.737696",38.148862,-121.737696,Female,Yes,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),95.3,5567.45,No,4912,
644,6753,9603-OAIHC,1,United States,California,Palmdale,93551,"34.613476, -118.256358",34.613476,-118.256358,Male,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.05,70.05,No,2469,
645,3485,4950-BDEUX,1,United States,California,Apple Valley,92308,"34.424926, -117.184503",34.424926,-117.184503,Male,No,No,No,35,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,49.2,1701.65,No,2782,
646,3158,4544-RXFMG,1,United States,California,North San Juan,95960,"39.423046, -120.984472",39.423046,-120.984472,Male,No,Yes,Yes,8,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,43.45,345.5,No,4184,
647,1551,2265-CYWIV,1,United States,California,Hickman,95323,"37.605926, -120.69955",37.605926000000004,-120.69955,Female,Yes,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.6,347.65,Yes,4708,Network reliability
648,5366,7593-JNWRU,1,United States,California,Fremont,94538,"37.505768, -121.962472",37.505767999999996,-121.96247199999999,Male,No,Yes,Yes,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.6,260.8,Yes,4525,Extra data charges
649,2162,3097-FQTVJ,1,United States,California,Denair,95316,"37.524721, -120.757977",37.524721,-120.757977,Female,No,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,810.3,No,5913,
650,4916,6928-ONTRW,1,United States,California,Bell,90201,"33.970343, -118.171368",33.970343,-118.17136799999999,Female,No,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,1379.8,No,5451,
651,263,0392-BZIUW,1,United States,California,Fresno,93710,"36.822715, -119.761826",36.822715,-119.761826,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),105.0,7589.8,No,5678,
652,5515,7781-EWARA,1,United States,California,Big Bend,96011,"41.096569, -121.879082",41.096569,-121.87908200000001,Male,No,Yes,Yes,70,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,60.35,4138.7,No,4122,
653,6122,8687-BAFGU,1,United States,California,Clovis,93612,"36.814539, -119.711868",36.814539,-119.711868,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,74.0,74.0,No,4148,
654,2019,2919-HBCJO,1,United States,California,Downieville,95936,"39.578792, -120.780786",39.578792,-120.780786,Female,No,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.65,333.6,Yes,4580,Moved
655,6967,9904-EHEVJ,1,United States,California,Bethel Island,94511,"38.050558, -121.646924",38.050558,-121.646924,Female,Yes,Yes,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,91.35,2896.55,No,2965,
656,4347,6141-OOXUQ,1,United States,California,San Bernardino,92411,"34.122501, -117.320138",34.122501,-117.32013799999999,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,19.65,Yes,5717,Service dissatisfaction
657,7015,9970-QBCDA,1,United States,California,March Air Reserve Base,92518,"33.888323, -117.277533",33.888323,-117.277533,Female,No,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.7,129.55,No,5387,
658,2756,3932-IJWDZ,1,United States,California,Willits,95490,"39.492046, -123.375818",39.492046,-123.375818,Male,No,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.65,4747.85,No,2183,
659,6366,9036-CSKBW,1,United States,California,Los Gatos,95033,"37.160194, -121.945611",37.160194,-121.94561100000001,Female,No,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),107.45,5680.9,No,5446,
660,5304,7508-DQAKK,1,United States,California,Shingle Springs,95682,"38.598936, -120.963092",38.598936,-120.96309199999999,Female,No,No,No,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),86.4,5442.05,No,6474,
661,1830,2672-DZUOY,1,United States,California,Buttonwillow,93206,"35.451402, -119.488413",35.451402,-119.488413,Male,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.15,25.15,Yes,5386,Attitude of service provider
662,4001,5651-CRHKQ,1,United States,California,San Diego,92139,"32.677716, -117.047666",32.677716,-117.04766599999999,Female,No,Yes,No,41,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),86.2,3339.05,No,5325,
663,4016,5673-TIYIB,1,United States,California,Torrance,90502,"33.833181, -118.292062",33.833181,-118.29206200000002,Male,No,No,No,2,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),40.4,77.15,Yes,3620,Don't know
664,6225,8818-XYFCQ,1,United States,California,Walnut Creek,94598,"37.916648, -122.008483",37.916647999999995,-122.00848300000001,Male,No,Yes,No,32,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.55,3204.65,Yes,5026,Competitor made better offer
665,559,0823-HSCDJ,1,United States,California,Onyx,93255,"35.676978, -118.101378",35.676978000000005,-118.101378,Male,Yes,No,No,52,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.15,2550.9,Yes,5597,Competitor offered more data
666,6867,9770-LXDBK,1,United States,California,Los Angeles,90006,"34.048013, -118.293953",34.048013,-118.293953,Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,63.15,No,5695,
667,1380,2041-JIJCI,1,United States,California,Wendel,96136,"40.345949, -120.081187",40.345949,-120.08118700000001,Female,No,No,No,5,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,64.0,370.25,No,4421,
668,6123,8690-UPCZI,1,United States,California,Los Angeles,90004,"34.076259, -118.310715",34.076259,-118.31071499999999,Male,No,Yes,Yes,29,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),69.05,1958.45,No,4459,
669,1136,1670-SVOWZ,1,United States,California,Mira Loma,91752,"33.999992, -117.535395",33.999992,-117.535395,Female,No,Yes,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.65,1208.35,Yes,2504,Competitor offered higher download speeds
670,4948,6980-IMXXE,1,United States,California,Modesto,95355,"37.672906, -120.946594",37.672906,-120.94659399999999,Female,No,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.2,1412.65,No,5267,
671,5760,8118-LSUEL,1,United States,California,Roseville,95678,"38.759751, -121.288545",38.759751,-121.288545,Male,Yes,No,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.4,2483.5,Yes,5507,Product dissatisfaction
672,3066,4397-FRLTA,1,United States,California,Corona,92883,"33.762351, -117.488725",33.762351,-117.488725,Female,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,84.5,No,5535,
673,3181,4570-QHXHL,1,United States,California,Santa Ana,92704,"33.719869, -117.907063",33.719869,-117.907063,Female,No,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,43.75,405.7,No,5644,
674,3908,5515-AKOAJ,1,United States,California,Hawaiian Gardens,90716,"33.830431, -118.074071",33.830431,-118.07407099999999,Female,No,No,No,54,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.1,5440.9,Yes,5763,Service dissatisfaction
675,4656,6583-QGCSI,1,United States,California,Indian Wells,92210,"33.537646, -116.291089",33.537646,-116.29108899999999,Female,Yes,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.05,4367.35,Yes,5813,Competitor made better offer
676,1523,2234-EOFPT,1,United States,California,Santa Ana,92701,"33.748478, -117.858918",33.748478000000006,-117.85891799999999,Male,No,Yes,No,72,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.35,5753.25,No,4278,
677,4770,6727-IOTLZ,1,United States,California,Pasadena,91101,"34.146635, -118.139225",34.146634999999996,-118.139225,Male,No,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.95,1181.75,No,2564,
678,4595,6496-JDSSB,1,United States,California,Oak Park,91377,"34.19225, -118.776874",34.19225,-118.77687399999999,Female,No,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.0,624.6,No,2165,
679,6714,9548-ZMVTX,1,United States,California,Visalia,93292,"36.37559, -119.211689",36.37559,-119.21168899999999,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),90.45,6565.85,No,4461,
680,2875,4110-PFEUZ,1,United States,California,Daggett,92327,"34.875144, -116.821698",34.875144,-116.821698,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.55,69.55,Yes,2792,Competitor had better devices
681,206,0322-CHQRU,1,United States,California,Palmdale,93591,"34.598221, -117.79593",34.598221,-117.79593,Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.35,89.5,Yes,3478,Competitor offered more data
682,1142,1684-FLBGS,1,United States,California,San Diego,92139,"32.677716, -117.047666",32.677716,-117.04766599999999,Female,No,Yes,Yes,23,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),69.5,1652.1,No,2159,
683,4395,6211-WHMYA,1,United States,California,Chula Vista,91915,"32.605012, -116.97595",32.605012,-116.97595,Female,Yes,No,No,64,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,43.85,2751.0,No,6055,
684,1564,2276-YDAVZ,1,United States,California,Wofford Heights,93285,"35.690535, -118.552784",35.690535,-118.552784,Female,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.1,270.7,Yes,4965,Competitor offered higher download speeds
685,4008,5663-QBGIS,1,United States,California,La Canada Flintridge,91011,"34.234912, -118.153729",34.234912,-118.153729,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),98.35,6929.4,No,6120,
686,6642,9467-ROOLM,1,United States,California,Gridley,95948,"39.346898, -121.759537",39.346897999999996,-121.75953700000001,Female,No,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.05,461.3,No,2692,
687,5056,7126-RBHSD,1,United States,California,Lathrop,95330,"37.80821, -121.308401",37.808209999999995,-121.308401,Female,No,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,78.9,1348.95,No,2362,
688,979,1422-DGUBX,1,United States,California,Sacramento,95832,"38.445939, -121.496855",38.445939,-121.49685500000001,Male,No,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,79.25,2619.15,No,2735,
689,4455,6296-DDOOR,1,United States,California,Laguna Beach,92651,"33.570023, -117.773669",33.570023,-117.773669,Female,No,No,No,19,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,58.2,1045.25,No,4033,
690,4169,5908-QMGOE,1,United States,California,Fowler,93625,"36.625792, -119.672483",36.625792,-119.67248300000001,Male,Yes,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.2,1133.9,Yes,4553,Lack of self-service on Website
691,5822,8205-VSLRB,1,United States,California,Greenview,96037,"41.528541, -122.955018",41.528541,-122.955018,Male,No,Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),77.3,5498.2,No,6252,
692,4898,6907-FLBER,1,United States,California,Burbank,91505,"34.174215, -118.345928",34.174215000000004,-118.345928,Male,No,No,No,1,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.3,54.3,No,3259,
693,5432,7663-RGWBC,1,United States,California,Los Angeles,90049,"34.091829, -118.491244",34.091829,-118.491244,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.15,44.15,Yes,4773,Don't know
694,4568,6461-PPAXN,1,United States,California,Napa,94559,"38.232389, -122.324944",38.232389000000005,-122.32494399999999,Female,No,Yes,No,35,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),54.95,1916.0,No,4858,
695,4227,5980-BDHPY,1,United States,California,Wendel,96136,"40.345949, -120.081187",40.345949,-120.08118700000001,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),87.1,6230.1,No,5993,
696,2873,4106-HADHQ,1,United States,California,Emigrant Gap,95715,"39.23754, -120.720196",39.23754,-120.720196,Male,No,Yes,No,39,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),80.0,3182.95,Yes,2704,Moved
697,3682,5199-FPUSP,1,United States,California,Esparto,95627,"38.834469, -122.127193",38.834469,-122.12719299999999,Male,No,No,Yes,33,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),34.05,1113.95,No,3044,
698,5075,7142-HVGBG,1,United States,California,Mount Laguna,91948,"32.830852, -116.444601",32.830852,-116.444601,Male,Yes,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.0,4414.3,Yes,2505,Attitude of service provider
699,6350,9000-PLFUZ,1,United States,California,Merced,95340,"37.255637, -120.493537",37.255637,-120.49353700000002,Female,Yes,Yes,No,60,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),49.45,2907.55,No,4277,
700,1087,1583-IHQZE,1,United States,California,Camarillo,93010,"34.227846, -119.079903",34.227846,-119.079903,Male,No,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,112.95,1384.75,Yes,3965,Attitude of support person
701,1422,2096-XOTMO,1,United States,California,Marysville,95901,"39.19514, -121.503883",39.19514,-121.503883,Female,No,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.35,275.9,No,4146,
702,1284,1910-FMXJM,1,United States,California,Colton,92324,"34.030915, -117.273201",34.030915,-117.273201,Female,No,Yes,No,36,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.4,2937.65,No,5544,
703,1495,2205-LPVGL,1,United States,California,Colusa,95932,"39.273096, -122.050763",39.273096,-122.05076299999999,Male,Yes,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),89.85,5125.75,No,5035,
704,6782,9640-ZSLDC,1,United States,California,Lagunitas,94938,"38.021772, -122.691744",38.021772,-122.691744,Female,No,Yes,Yes,53,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),60.6,3297.0,No,4854,
705,29,0042-RLHYP,1,United States,California,Eureka,95503,"40.737431, -124.108897",40.737431,-124.108897,Female,No,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.7,1396.9,No,4131,
706,5626,7945-PRBVF,1,United States,California,Nevada City,95959,"39.333737, -120.858667",39.333737,-120.858667,Male,No,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.45,705.45,No,3967,
707,6342,8992-VONJD,1,United States,California,Long Beach,90822,"33.778436, -118.118648",33.778436,-118.118648,Female,No,No,Yes,13,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.0,764.55,No,5156,
708,5407,7629-WIXZF,1,United States,California,San Rafael,94903,"38.018065, -122.546024",38.018065,-122.546024,Female,No,No,No,7,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,59.1,369.25,No,4770,
709,2065,2978-XXSOG,1,United States,California,Doyle,96109,"40.012675, -120.101857",40.012675,-120.10185700000001,Female,No,No,No,22,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,59.05,1253.5,No,3995,
710,6887,9796-BPKIW,1,United States,California,Redwood City,94063,"37.499411, -122.196318",37.499411,-122.19631799999999,Male,Yes,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.95,562.7,No,2939,
711,2700,3850-OKINF,1,United States,California,Pasadena,91106,"34.139402, -118.128658",34.139402000000004,-118.128658,Male,No,Yes,Yes,71,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,66.2,4692.55,No,4756,
712,4170,5909-ECHUI,1,United States,California,Oak Run,96069,"40.689243, -122.037023",40.689243,-122.037023,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,56.25,56.25,Yes,3065,Lack of affordable download/upload speed
713,4340,6133-OZILE,1,United States,California,Santa Monica,90403,"34.031529, -118.491156",34.031529,-118.491156,Female,No,No,No,18,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,35.2,607.3,No,5381,
714,1692,2468-SJFLM,1,United States,California,Biggs,95917,"39.457388, -121.818201",39.457388,-121.818201,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,74.3,74.3,No,3063,
715,6289,8910-LEDAG,1,United States,California,Prather,93651,"37.007238, -119.505661",37.007238,-119.505661,Male,Yes,Yes,No,34,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),71.55,2427.35,No,3583,
716,6712,9548-LERKT,1,United States,California,Willows,95988,"39.493991, -122.286363",39.493990999999994,-122.286363,Male,No,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,483.15,No,3455,
717,5247,7407-SUJIZ,1,United States,California,Los Angeles,90061,"33.92128, -118.274186",33.921279999999996,-118.27418600000001,Male,No,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,541.5,No,2305,
718,1066,1555-HAPSU,1,United States,California,Fresno,93727,"36.751489, -119.68072",36.751489,-119.68072,Female,No,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.9,1663.5,No,5471,
719,1811,2645-QTLMB,1,United States,California,Bloomington,92316,"34.059722, -117.39104",34.059722,-117.39103999999999,Male,No,No,No,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.25,669.0,Yes,5267,Network reliability
720,3565,5063-IUOKK,1,United States,California,Santa Barbara,93111,"34.460197, -119.802602",34.460196999999994,-119.80260200000001,Male,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,265.75,No,2016,
721,2876,4111-BNXIF,1,United States,California,Rancho Cucamonga,91739,"34.133809, -117.523724",34.133809,-117.523724,Female,No,Yes,No,67,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,59.55,4103.9,No,4478,
722,875,1266-NZYUI,1,United States,California,Lee Vining,93541,"37.890145, -119.184087",37.890145000000004,-119.184087,Female,No,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),66.85,4758.8,No,6264,
723,3318,4737-HOBAX,1,United States,California,Penngrove,94951,"38.325599, -122.642352",38.325599,-122.642352,Male,No,Yes,No,63,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),79.8,5034.05,No,4073,
724,1790,2616-FLVQC,1,United States,California,Point Arena,95468,"38.911299, -123.609588",38.911299,-123.60958799999999,Male,No,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,1240.15,No,6036,
725,991,1442-BQPVU,1,United States,California,Culver City,90230,"33.993991, -118.39704",33.993990999999994,-118.39703999999999,Female,No,No,No,13,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,29.15,357.15,No,2876,
726,4598,6500-JVEGC,1,United States,California,Lakewood,90715,"33.841027, -118.078097",33.841027000000004,-118.078097,Male,No,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),101.35,7110.75,No,4941,
727,593,0871-OPBXW,1,United States,California,Twentynine Palms,92277,"34.17211, -115.769773",34.172109999999996,-115.769773,Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.05,39.25,No,5191,
728,5673,8008-OTEZX,1,United States,California,Villa Park,92861,"33.817473, -117.810462",33.817473,-117.81046200000002,Female,No,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,708.8,No,3739,
729,2585,3704-IEAXF,1,United States,California,Los Angeles,90063,"34.044271, -118.185237",34.044271,-118.18523700000001,Female,No,Yes,Yes,72,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),53.65,3784.0,No,5498,
730,158,0258-NOKBL,1,United States,California,Fortuna,95540,"40.584991, -124.121504",40.584990999999995,-124.121504,Male,No,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,90.4,268.45,No,5625,
731,2854,4079-WWQQQ,1,United States,California,San Francisco,94116,"37.74441, -122.486764",37.744409999999995,-122.486764,Male,No,No,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.55,4807.45,No,4266,
732,5244,7402-EYFXX,1,United States,California,Salyer,95563,"40.89866, -123.539754",40.89866,-123.539754,Male,Yes,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.6,2404.1,No,4030,
733,4666,6598-RFFVI,1,United States,California,San Bernardino,92405,"34.142747, -117.300864",34.142747,-117.30086399999999,Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.3,28.3,Yes,2279,Competitor had better devices
734,2902,4139-SUGLD,1,United States,California,Santa Clara,95054,"37.393554, -121.965114",37.393553999999995,-121.96511399999999,Male,No,Yes,Yes,31,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),35.4,1077.5,Yes,2067,Attitude of service provider
735,4300,6078-VESFR,1,United States,California,Vista,92084,"33.22784, -117.200024",33.22784,-117.200024,Male,Yes,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.45,849.1,No,5225,
